date,close
01-May-18,3.4
02-May-18,2.8
03-May-18,3.6
04-May-18,3.7
05-May-18,3.3
06-May-18,4
07-May-18,5.4
08-May-18,4.3
09-May-18,2
10-May-18,3.4
11-May-18,3.2
12-May-18,4.8
13-May-18,7.6
14-May-18,4.6
15-May-18,1.6
16-May-18,2
17-May-18,1.8
18-May-18,3.3
19-May-18,4.8
20-May-18,2.3
21-May-18,1.1
22-May-18,2.3
23-May-18,1.8
24-May-18,3.6
25-May-18,7
26-May-18,2.8
27-May-18,1.9
28-May-18,1.7
29-May-18,1.8
30-May-18,3
31-May-18,2.2
